uf_destino;cidade;macro_regiao;dfiscal;origem;uf_origem;distancia_txt;dist_value;duracao_txt;duracao_value
PR;BRASILÂNDIA DO SUL;NOROESTE PARANAENSE;PR 4103370;BELAVISTA DE GOIAS;GO;;;;
PR;CAFEZAL DO SUL;NOROESTE PARANAENSE;PR 4103479;BELAVISTA DE GOIAS;GO;;;;
PR;CRUZEIRO DO OESTE;NOROESTE PARANAENSE;PR 4106605;BELAVISTA DE GOIAS;GO;;;;
PR;DOURADINA;NOROESTE PARANAENSE;PR 4107256;BELAVISTA DE GOIAS;GO;;;;
PR;ESPERANÇA NOVA;NOROESTE PARANAENSE;PR 4107520;BELAVISTA DE GOIAS;GO;;;;
PR;FRANCISCO ALVES;NOROESTE PARANAENSE;PR 4108320;BELAVISTA DE GOIAS;GO;;;;
PR;ICARAÍMA;NOROESTE PARANAENSE;PR 4109906;BELAVISTA DE GOIAS;GO;;;;
PR;IPORÃ;NOROESTE PARANAENSE;PR 4110607;BELAVISTA DE GOIAS;GO;;;;
PR;IVATÉ;NOROESTE PARANAENSE;PR 4111555;BELAVISTA DE GOIAS;GO;;;;
PR;MARIA HELENA;NOROESTE PARANAENSE;PR 4114708;BELAVISTA DE GOIAS;GO;;;;
PR;MARILUZ;NOROESTE PARANAENSE;PR 4115101;BELAVISTA DE GOIAS;GO;;;;
PR;NOVA OLÍMPIA;NOROESTE PARANAENSE;PR 4117206;BELAVISTA DE GOIAS;GO;;;;
PR;PEROBAL;NOROESTE PARANAENSE;PR 4118857;BELAVISTA DE GOIAS;GO;;;;
PR;PÉROLA;NOROESTE PARANAENSE;PR 4118907;BELAVISTA DE GOIAS;GO;;;;
PR;SÃO JORGE DO PATROCÍNIO;NOROESTE PARANAENSE;PR 4125357;BELAVISTA DE GOIAS;GO;;;;
PR;TAPIRA;NOROESTE PARANAENSE;PR 4126900;BELAVISTA DE GOIAS;GO;;;;
PR;UMUARAMA;NOROESTE PARANAENSE;PR 4128104;BELAVISTA DE GOIAS;GO;;;;
PR;ALTO PARAÍSO;NOROESTE PARANAENSE;PR 4128625;BELAVISTA DE GOIAS;GO;;;;
PR;XAMBRÊ;NOROESTE PARANAENSE;PR 4128807;BELAVISTA DE GOIAS;GO;;;;
PR;CIANORTE;NOROESTE PARANAENSE;PR 4105508;BELAVISTA DE GOIAS;GO;;;;
PR;CIDADE GAÚCHA;NOROESTE PARANAENSE;PR 4105607;BELAVISTA DE GOIAS;GO;;;;
PR;GUAPOREMA;NOROESTE PARANAENSE;PR 4109104;BELAVISTA DE GOIAS;GO;;;;
PR;INDIANÓPOLIS;NOROESTE PARANAENSE;PR 4110409;BELAVISTA DE GOIAS;GO;;;;
PR;JAPURÁ;NOROESTE PARANAENSE;PR 4112405;BELAVISTA DE GOIAS;GO;;;;
PR;JUSSARA;NOROESTE PARANAENSE;PR 4113007;BELAVISTA DE GOIAS;GO;;;;
PR;RONDON;NOROESTE PARANAENSE;PR 4122602;BELAVISTA DE GOIAS;GO;;;;
PR;SÃO MANOEL DO PARANÁ;NOROESTE PARANAENSE;PR 4125555;BELAVISTA DE GOIAS;GO;;;;
PR;SÃO TOMÉ;NOROESTE PARANAENSE;PR 4126108;BELAVISTA DE GOIAS;GO;;;;
PR;TAPEJARA;NOROESTE PARANAENSE;PR 4126801;BELAVISTA DE GOIAS;GO;;;;
PR;TUNEIRAS DO OESTE;NOROESTE PARANAENSE;PR 4127908;BELAVISTA DE GOIAS;GO;;;;
PR;ALTAMIRA DO PARANÁ;CENTRO OCIDENTAL PR;PR 4100459;BELAVISTA DE GOIAS;GO;;;;
PR;BOA ESPERANÇA;CENTRO OCIDENTAL PR;PR 4103008;BELAVISTA DE GOIAS;GO;;;;
PR;CAMPINA DA LAGOA;CENTRO OCIDENTAL PR;PR 4103909;BELAVISTA DE GOIAS;GO;;;;
PR;GOIOERÊ;CENTRO OCIDENTAL PR;PR 4108601;BELAVISTA DE GOIAS;GO;;;;
PR;JANIÓPOLIS;CENTRO OCIDENTAL PR;PR 4112207;BELAVISTA DE GOIAS;GO;;;;
PR;JURANDA;CENTRO OCIDENTAL PR;PR 4112959;BELAVISTA DE GOIAS;GO;;;;
PR;MOREIRA SALES;CENTRO OCIDENTAL PR;PR 4116109;BELAVISTA DE GOIAS;GO;;;;
PR;NOVA CANTU;CENTRO OCIDENTAL PR;PR 4116802;BELAVISTA DE GOIAS;GO;;;;
PR;QUARTO CENTENÁRIO;CENTRO OCIDENTAL PR;PR 4120655;BELAVISTA DE GOIAS;GO;;;;
PR;RANCHO ALEGRE D'OESTE;CENTRO OCIDENTAL PR;PR 4121356;BELAVISTA DE GOIAS;GO;;;;
PR;UBIRATÃ;CENTRO OCIDENTAL PR;PR 4128005;BELAVISTA DE GOIAS;GO;;;;
PR;ARARUNA;CENTRO OCIDENTAL PR;PR 4101705;BELAVISTA DE GOIAS;GO;;;;
PR;BARBOSA FERRAZ;CENTRO OCIDENTAL PR;PR 4102505;BELAVISTA DE GOIAS;GO;;;;
PR;CAMPO MOURÃO;CENTRO OCIDENTAL PR;PR 4104303;BELAVISTA DE GOIAS;GO;;;;
PR;CORUMBATAÍ DO SUL;CENTRO OCIDENTAL PR;PR 4106555;BELAVISTA DE GOIAS;GO;;;;
PR;ENGENHEIRO BELTRÃO;CENTRO OCIDENTAL PR;PR 4107504;BELAVISTA DE GOIAS;GO;;;;
PR;FAROL;CENTRO OCIDENTAL PR;PR 4107553;BELAVISTA DE GOIAS;GO;;;;
PR;FÊNIX;CENTRO OCIDENTAL PR;PR 4107702;BELAVISTA DE GOIAS;GO;;;;
PR;IRETAMA;CENTRO OCIDENTAL PR;PR 4110805;BELAVISTA DE GOIAS;GO;;;;
PR;LUIZIANA;CENTRO OCIDENTAL PR;PR 4113734;BELAVISTA DE GOIAS;GO;;;;
PR;MAMBORÊ;CENTRO OCIDENTAL PR;PR 4114005;BELAVISTA DE GOIAS;GO;;;;
PR;PEABIRU;CENTRO OCIDENTAL PR;PR 4118808;BELAVISTA DE GOIAS;GO;;;;
PR;QUINTA DO SOL;CENTRO OCIDENTAL PR;PR 4121109;BELAVISTA DE GOIAS;GO;;;;
PR;RONCADOR;CENTRO OCIDENTAL PR;PR 4122503;BELAVISTA DE GOIAS;GO;;;;
PR;TERRA BOA;CENTRO OCIDENTAL PR;PR 4127205;BELAVISTA DE GOIAS;GO;;;;
PR;ÂNGULO;NORTE CENTRAL PR;PR 4101150;BELAVISTA DE GOIAS;GO;;;;
PR;ASTORGA;NORTE CENTRAL PR;PR 4102109;BELAVISTA DE GOIAS;GO;;;;
PR;ATALAIA;NORTE CENTRAL PR;PR 4102208;BELAVISTA DE GOIAS;GO;;;;
PR;CAFEARA;NORTE CENTRAL PR;PR 4103404;BELAVISTA DE GOIAS;GO;;;;
PR;CENTENÁRIO DO SUL;NORTE CENTRAL PR;PR 4105102;BELAVISTA DE GOIAS;GO;;;;
PR;COLORADO;NORTE CENTRAL PR;PR 4105904;BELAVISTA DE GOIAS;GO;;;;
PR;FLÓRIDA;NORTE CENTRAL PR;PR 4108106;BELAVISTA DE GOIAS;GO;;;;
PR;GUARACI;NORTE CENTRAL PR;PR 4109203;BELAVISTA DE GOIAS;GO;;;;
PR;IGUARAÇU;NORTE CENTRAL PR;PR 4110003;BELAVISTA DE GOIAS;GO;;;;
PR;ITAGUAJÉ;NORTE CENTRAL PR;PR 4110904;BELAVISTA DE GOIAS;GO;;;;
PR;JAGUAPITÃ;NORTE CENTRAL PR;PR 4111902;BELAVISTA DE GOIAS;GO;;;;
PR;LOBATO;NORTE CENTRAL PR;PR 4113601;BELAVISTA DE GOIAS;GO;;;;
PR;LUPIONÓPOLIS;NORTE CENTRAL PR;PR 4113809;BELAVISTA DE GOIAS;GO;;;;
PR;MANDAGUAÇU;NORTE CENTRAL PR;PR 4114104;BELAVISTA DE GOIAS;GO;;;;
PR;MUNHOZ DE MELO;NORTE CENTRAL PR;PR 4116307;BELAVISTA DE GOIAS;GO;;;;
PR;NOSSA SENHORA DAS GRAÇAS;NORTE CENTRAL PR;PR 4116406;BELAVISTA DE GOIAS;GO;;;;
PR;NOVA ESPERANÇA;NORTE CENTRAL PR;PR 4116901;BELAVISTA DE GOIAS;GO;;;;
PR;PRESIDENTE CASTELO BRANCO;NORTE CENTRAL PR;PR 4120408;BELAVISTA DE GOIAS;GO;;;;
PR;SANTA FÉ;NORTE CENTRAL PR;PR 4123402;BELAVISTA DE GOIAS;GO;;;;
PR;SANTA INÊS;NORTE CENTRAL PR;PR 4123600;BELAVISTA DE GOIAS;GO;;;;
PR;SANTO INÁCIO;NORTE CENTRAL PR;PR 4124509;BELAVISTA DE GOIAS;GO;;;;
PR;UNIFLOR;NORTE CENTRAL PR;PR 4128302;BELAVISTA DE GOIAS;GO;;;;
PR;ALVORADA DO SUL;NORTE CENTRAL PR;PR 4100806;BELAVISTA DE GOIAS;GO;;;;
PR;BELA VISTA DO PARAÍSO;NORTE CENTRAL PR;PR 4102802;BELAVISTA DE GOIAS;GO;;;;
PR;FLORESTÓPOLIS;NORTE CENTRAL PR;PR 4108007;BELAVISTA DE GOIAS;GO;;;;
PR;MIRASELVA;NORTE CENTRAL PR;PR 4116000;BELAVISTA DE GOIAS;GO;;;;
PR;PORECATU;NORTE CENTRAL PR;PR 4120002;BELAVISTA DE GOIAS;GO;;;;
PR;PRADO FERREIRA;NORTE CENTRAL PR;PR 4120333;BELAVISTA DE GOIAS;GO;;;;
PR;PRIMEIRO DE MAIO;NORTE CENTRAL PR;PR 4120507;BELAVISTA DE GOIAS;GO;;;;
PR;SERTANÓPOLIS;NORTE CENTRAL PR;PR 4126504;BELAVISTA DE GOIAS;GO;;;;
PR;DOUTOR CAMARGO;NORTE CENTRAL PR;PR 4107306;BELAVISTA DE GOIAS;GO;;;;
PR;FLORAÍ;NORTE CENTRAL PR;PR 4107801;BELAVISTA DE GOIAS;GO;;;;
PR;FLORESTA;NORTE CENTRAL PR;PR 4107900;BELAVISTA DE GOIAS;GO;;;;
PR;ITAMBÉ;NORTE CENTRAL PR;PR 4111100;BELAVISTA DE GOIAS;GO;;;;
PR;IVATUBA;NORTE CENTRAL PR;PR 4111605;BELAVISTA DE GOIAS;GO;;;;
PR;OURIZONA;NORTE CENTRAL PR;PR 4117404;BELAVISTA DE GOIAS;GO;;;;
PR;SÃO JORGE DO IVAÍ;NORTE CENTRAL PR;PR 4125308;BELAVISTA DE GOIAS;GO;;;;
PR;MANDAGUARI;NORTE CENTRAL PR;PR 4114203;BELAVISTA DE GOIAS;GO;;;;
PR;MARIALVA;NORTE CENTRAL PR;PR 4114807;BELAVISTA DE GOIAS;GO;;;;
PR;MARINGÁ;NORTE CENTRAL PR;PR 4115200;BELAVISTA DE GOIAS;GO;;;;
PR;PAIÇANDU;NORTE CENTRAL PR;PR 4117503;BELAVISTA DE GOIAS;GO;;;;
PR;SARANDI;NORTE CENTRAL PR;PR 4126256;BELAVISTA DE GOIAS;GO;;;;
PR;APUCARANA;NORTE CENTRAL PR;PR 4101408;BELAVISTA DE GOIAS;GO;;;;
PR;ARAPONGAS;NORTE CENTRAL PR;PR 4101507;BELAVISTA DE GOIAS;GO;;;;
PR;CALIFÓRNIA;NORTE CENTRAL PR;PR 4103503;BELAVISTA DE GOIAS;GO;;;;
PR;CAMBIRA;NORTE CENTRAL PR;PR 4103800;BELAVISTA DE GOIAS;GO;;;;
PR;JANDAIA DO SUL;NORTE CENTRAL PR;PR 4112108;BELAVISTA DE GOIAS;GO;;;;
PR;MARILÂNDIA DO SUL;NORTE CENTRAL PR;PR 4114906;BELAVISTA DE GOIAS;GO;;;;
PR;MAUÁ DA SERRA;NORTE CENTRAL PR;PR 4115754;BELAVISTA DE GOIAS;GO;;;;
PR;NOVO ITACOLOMI;NORTE CENTRAL PR;PR 4117297;BELAVISTA DE GOIAS;GO;;;;
PR;SABÁUDIA;NORTE CENTRAL PR;PR 4122701;BELAVISTA DE GOIAS;GO;;;;
PR;CAMBÉ;NORTE CENTRAL PR;PR 4103701;BELAVISTA DE GOIAS;GO;;;;
PR;IBIPORÃ;NORTE CENTRAL PR;PR 4109807;BELAVISTA DE GOIAS;GO;;;;
PR;LONDRINA;NORTE CENTRAL PR;PR 4113700;BELAVISTA DE GOIAS;GO;;;;
PR;PITANGUEIRAS;NORTE CENTRAL PR;PR 4119657;BELAVISTA DE GOIAS;GO;;;;
PR;ROLÂNDIA;NORTE CENTRAL PR;PR 4122404;BELAVISTA DE GOIAS;GO;;;;
PR;TAMARANA;NORTE CENTRAL PR;PR 4126678;BELAVISTA DE GOIAS;GO;;;;
PR;BOM SUCESSO;NORTE CENTRAL PR;PR 4103206;BELAVISTA DE GOIAS;GO;;;;
PR;BORRAZÓPOLIS;NORTE CENTRAL PR;PR 4103305;BELAVISTA DE GOIAS;GO;;;;
PR;CRUZMALTINA;NORTE CENTRAL PR;PR 4106852;BELAVISTA DE GOIAS;GO;;;;
PR;FAXINAL;NORTE CENTRAL PR;PR 4107603;BELAVISTA DE GOIAS;GO;;;;
PR;KALORÉ;NORTE CENTRAL PR;PR 4113106;BELAVISTA DE GOIAS;GO;;;;
PR;MARUMBI;NORTE CENTRAL PR;PR 4115507;BELAVISTA DE GOIAS;GO;;;;
PR;RIO BOM;NORTE CENTRAL PR;PR 4122107;BELAVISTA DE GOIAS;GO;;;;
PR;ARAPUÃ;NORTE CENTRAL PR;PR 4101655;BELAVISTA DE GOIAS;GO;;;;
PR;ARIRANHA DO IVAÍ;NORTE CENTRAL PR;PR 4101853;BELAVISTA DE GOIAS;GO;;;;
PR;CÂNDIDO DE ABREU;NORTE CENTRAL PR;PR 4104402;BELAVISTA DE GOIAS;GO;;;;
PR;GODOY MOREIRA;NORTE CENTRAL PR;PR 4108551;BELAVISTA DE GOIAS;GO;;;;
PR;GRANDES RIOS;NORTE CENTRAL PR;PR 4108700;BELAVISTA DE GOIAS;GO;;;;
PR;IVAIPORÃ;NORTE CENTRAL PR;PR 4111506;BELAVISTA DE GOIAS;GO;;;;
PR;JARDIM ALEGRE;NORTE CENTRAL PR;PR 4112504;BELAVISTA DE GOIAS;GO;;;;
PR;LIDIANÓPOLIS;NORTE CENTRAL PR;PR 4113429;BELAVISTA DE GOIAS;GO;;;;
PR;LUNARDELLI;NORTE CENTRAL PR;PR 4113759;BELAVISTA DE GOIAS;GO;;;;
PR;MANOEL RIBAS;NORTE CENTRAL PR;PR 4114500;BELAVISTA DE GOIAS;GO;;;;
PR;NOVA TEBAS;NORTE CENTRAL PR;PR 4117271;BELAVISTA DE GOIAS;GO;;;;
PR;RIO BRANCO DO IVAÍ;NORTE CENTRAL PR;PR 4122172;BELAVISTA DE GOIAS;GO;;;;
PR;ROSÁRIO DO IVAÍ;NORTE CENTRAL PR;PR 4122651;BELAVISTA DE GOIAS;GO;;;;
PR;SÃO JOÃO DO IVAÍ;NORTE CENTRAL PR;PR 4125001;BELAVISTA DE GOIAS;GO;;;;
PR;SÃO PEDRO DO IVAÍ;NORTE CENTRAL PR;PR 4125803;BELAVISTA DE GOIAS;GO;;;;
PR;ASSAÍ;NORTE PIONEIRO PR;PR 4101903;BELAVISTA DE GOIAS;GO;;;;
PR;JATAIZINHO;NORTE PIONEIRO PR;PR 4112702;BELAVISTA DE GOIAS;GO;;;;
PR;NOVA SANTA BÁRBARA;NORTE PIONEIRO PR;PR 4117214;BELAVISTA DE GOIAS;GO;;;;
PR;RANCHO ALEGRE;NORTE PIONEIRO PR;PR 4121307;BELAVISTA DE GOIAS;GO;;;;
PR;SANTA CECÍLIA DO PAVÃO;NORTE PIONEIRO PR;PR 4123204;BELAVISTA DE GOIAS;GO;;;;
PR;SÃO JERÔNIMO DA SERRA;NORTE PIONEIRO PR;PR 4124707;BELAVISTA DE GOIAS;GO;;;;
PR;SÃO SEBASTIÃO DA AMOREIRA;NORTE PIONEIRO PR;PR 4126009;BELAVISTA DE GOIAS;GO;;;;
PR;URAÍ;NORTE PIONEIRO PR;PR 4128401;BELAVISTA DE GOIAS;GO;;;;
PR;ABATIÁ;NORTE PIONEIRO PR;PR 4100103;BELAVISTA DE GOIAS;GO;;;;
PR;ANDIRÁ;NORTE PIONEIRO PR;PR 4101101;BELAVISTA DE GOIAS;GO;;;;
PR;BANDEIRANTES;NORTE PIONEIRO PR;PR 4102406;BELAVISTA DE GOIAS;GO;;;;
PR;CONGONHINHAS;NORTE PIONEIRO PR;PR 4106001;BELAVISTA DE GOIAS;GO;;;;
PR;CORNÉLIO PROCÓPIO;NORTE PIONEIRO PR;PR 4106407;BELAVISTA DE GOIAS;GO;;;;
PR;ITAMBARACÁ;NORTE PIONEIRO PR;PR 4111001;BELAVISTA DE GOIAS;GO;;;;
PR;LEÓPOLIS;NORTE PIONEIRO PR;PR 4113403;BELAVISTA DE GOIAS;GO;;;;
PR;NOVA AMÉRICA DA COLINA;NORTE PIONEIRO PR;PR 4116604;BELAVISTA DE GOIAS;GO;;;;
PR;NOVA FÁTIMA;NORTE PIONEIRO PR;PR 4117008;BELAVISTA DE GOIAS;GO;;;;
PR;RIBEIRÃO DO PINHAL;NORTE PIONEIRO PR;PR 4121901;BELAVISTA DE GOIAS;GO;;;;
PR;SANTA AMÉLIA;NORTE PIONEIRO PR;PR 4123105;BELAVISTA DE GOIAS;GO;;;;
PR;SANTA MARIANA;NORTE PIONEIRO PR;PR 4123907;BELAVISTA DE GOIAS;GO;;;;
PR;SANTO ANTÔNIO DO PARAÍSO;NORTE PIONEIRO PR;PR 4124301;BELAVISTA DE GOIAS;GO;;;;
PR;SERTANEJA;NORTE PIONEIRO PR;PR 4126405;BELAVISTA DE GOIAS;GO;;;;
PR;BARRA DO JACARÉ;NORTE PIONEIRO PR;PR 4102703;BELAVISTA DE GOIAS;GO;;;;
PR;CAMBARÁ;NORTE PIONEIRO PR;PR 4103602;BELAVISTA DE GOIAS;GO;;;;
PR;JACAREZINHO;NORTE PIONEIRO PR;PR 4111803;BELAVISTA DE GOIAS;GO;;;;
PR;JUNDIAÍ DO SUL;NORTE PIONEIRO PR;PR 4112900;BELAVISTA DE GOIAS;GO;;;;
PR;RIBEIRÃO CLARO;NORTE PIONEIRO PR;PR 4121802;BELAVISTA DE GOIAS;GO;;;;
PR;SANTO ANTÔNIO DA PLATINA;NORTE PIONEIRO PR;PR 4124103;BELAVISTA DE GOIAS;GO;;;;
PR;CONSELHEIRO MAIRINCK;NORTE PIONEIRO PR;PR 4106100;BELAVISTA DE GOIAS;GO;;;;
PR;CURIÚVA;NORTE PIONEIRO PR;PR 4107009;BELAVISTA DE GOIAS;GO;;;;
PR;FIGUEIRA;NORTE PIONEIRO PR;PR 4107751;BELAVISTA DE GOIAS;GO;;;;
PR;IBAITI;NORTE PIONEIRO PR;PR 4109708;BELAVISTA DE GOIAS;GO;;;;
PR;JABOTI;NORTE PIONEIRO PR;PR 4111704;BELAVISTA DE GOIAS;GO;;;;
PR;JAPIRA;NORTE PIONEIRO PR;PR 4112306;BELAVISTA DE GOIAS;GO;;;;
PR;PINHALÃO;NORTE PIONEIRO PR;PR 4119202;BELAVISTA DE GOIAS;GO;;;;
PR;SAPOPEMA;NORTE PIONEIRO PR;PR 4126207;BELAVISTA DE GOIAS;GO;;;;
PR;CARLÓPOLIS;NORTE PIONEIRO PR;PR 4104709;BELAVISTA DE GOIAS;GO;;;;
PR;GUAPIRAMA;NORTE PIONEIRO PR;PR 4109005;BELAVISTA DE GOIAS;GO;;;;
PR;JOAQUIM TÁVORA;NORTE PIONEIRO PR;PR 4112801;BELAVISTA DE GOIAS;GO;;;;
PR;QUATIGUÁ;NORTE PIONEIRO PR;PR 4120705;BELAVISTA DE GOIAS;GO;;;;
PR;SALTO DO ITARARÉ;NORTE PIONEIRO PR;PR 4122909;BELAVISTA DE GOIAS;GO;;;;
PR;SANTANA DO ITARARÉ;NORTE PIONEIRO PR;PR 4124004;BELAVISTA DE GOIAS;GO;;;;
PR;SÃO JOSÉ DA BOA VISTA;NORTE PIONEIRO PR;PR 4125407;BELAVISTA DE GOIAS;GO;;;;
PR;SIQUEIRA CAMPOS;NORTE PIONEIRO PR;PR 4126603;BELAVISTA DE GOIAS;GO;;;;
PR;TOMAZINA;NORTE PIONEIRO PR;PR 4127809;BELAVISTA DE GOIAS;GO;;;;
PR;WENCESLAU BRAZ;NORTE PIONEIRO PR;PR 4128500;BELAVISTA DE GOIAS;GO;;;;
PR;IMBAÚ;CENTRO ORIENTAL PR;PR 4110078;BELAVISTA DE GOIAS;GO;;;;
PR;ORTIGUEIRA;CENTRO ORIENTAL PR;PR 4117305;BELAVISTA DE GOIAS;GO;;;;
PR;RESERVA;CENTRO ORIENTAL PR;PR 4121703;BELAVISTA DE GOIAS;GO;;;;
PR;TELÊMACO BORBA;CENTRO ORIENTAL PR;PR 4127106;BELAVISTA DE GOIAS;GO;;;;
PR;TIBAGI;CENTRO ORIENTAL PR;PR 4127502;BELAVISTA DE GOIAS;GO;;;;
PR;VENTANIA;CENTRO ORIENTAL PR;PR 4128534;BELAVISTA DE GOIAS;GO;;;;
PR;ARAPOTI;CENTRO ORIENTAL PR;PR 4101606;BELAVISTA DE GOIAS;GO;;;;
PR;JAGUARIAÍVA;CENTRO ORIENTAL PR;PR 4112009;BELAVISTA DE GOIAS;GO;;;;
PR;PIRAÍ DO SUL;CENTRO ORIENTAL PR;PR 4119400;BELAVISTA DE GOIAS;GO;;;;
PR;SENGÉS;CENTRO ORIENTAL PR;PR 4126306;BELAVISTA DE GOIAS;GO;;;;
PR;CARAMBEÍ;CENTRO ORIENTAL PR;PR 4104659;BELAVISTA DE GOIAS;GO;;;;
PR;CASTRO;CENTRO ORIENTAL PR;PR 4104907;BELAVISTA DE GOIAS;GO;;;;
PR;PALMEIRA;CENTRO ORIENTAL PR;PR 4117701;BELAVISTA DE GOIAS;GO;;;;
PR;PONTA GROSSA;CENTRO ORIENTAL PR;PR 4119905;BELAVISTA DE GOIAS;GO;;;;
PR;ASSIS CHATEAUBRIAND;OESTE PARANAENSE;PR 4102000;BELAVISTA DE GOIAS;GO;;;;
PR;DIAMANTE D'OESTE;OESTE PARANAENSE;PR 4107157;BELAVISTA DE GOIAS;GO;;;;
PR;ENTRE RIOS DO OESTE;OESTE PARANAENSE;PR 4107538;BELAVISTA DE GOIAS;GO;;;;
PR;FORMOSA DO OESTE;OESTE PARANAENSE;PR 4108205;BELAVISTA DE GOIAS;GO;;;;
PR;GUAÍRA;OESTE PARANAENSE;PR 4108809;BELAVISTA DE GOIAS;GO;;;;
PR;IRACEMA DO OESTE;OESTE PARANAENSE;PR 4110656;BELAVISTA DE GOIAS;GO;;;;
PR;JESUÍTAS;OESTE PARANAENSE;PR 4112751;BELAVISTA DE GOIAS;GO;;;;
PR;MARECHAL CÂNDIDO RONDON;OESTE PARANAENSE;PR 4114609;BELAVISTA DE GOIAS;GO;;;;
PR;MARIPÁ;OESTE PARANAENSE;PR 4115358;BELAVISTA DE GOIAS;GO;;;;
PR;MERCEDES;OESTE PARANAENSE;PR 4115853;BELAVISTA DE GOIAS;GO;;;;
PR;NOVA SANTA ROSA;OESTE PARANAENSE;PR 4117222;BELAVISTA DE GOIAS;GO;;;;
PR;OURO VERDE DO OESTE;OESTE PARANAENSE;PR 4117453;BELAVISTA DE GOIAS;GO;;;;
PR;PALOTINA;OESTE PARANAENSE;PR 4117909;BELAVISTA DE GOIAS;GO;;;;
PR;PATO BRAGADO;OESTE PARANAENSE;PR 4118451;BELAVISTA DE GOIAS;GO;;;;
PR;QUATRO PONTES;OESTE PARANAENSE;PR 4120853;BELAVISTA DE GOIAS;GO;;;;
PR;SANTA HELENA;OESTE PARANAENSE;PR 4123501;BELAVISTA DE GOIAS;GO;;;;
PR;SÃO JOSÉ DAS PALMEIRAS;OESTE PARANAENSE;PR 4125456;BELAVISTA DE GOIAS;GO;;;;
PR;SÃO PEDRO DO IGUAÇU;OESTE PARANAENSE;PR 4125753;BELAVISTA DE GOIAS;GO;;;;
PR;TERRA ROXA;OESTE PARANAENSE;PR 4127403;BELAVISTA DE GOIAS;GO;;;;
PR;TOLEDO;OESTE PARANAENSE;PR 4127700;BELAVISTA DE GOIAS;GO;;;;
PR;TUPÃSSI;OESTE PARANAENSE;PR 4127957;BELAVISTA DE GOIAS;GO;;;;
PR;ANAHY;OESTE PARANAENSE;PR 4101051;BELAVISTA DE GOIAS;GO;;;;
PR;BOA VISTA DA APARECIDA;OESTE PARANAENSE;PR 4103057;BELAVISTA DE GOIAS;GO;;;;
PR;BRAGANEY;OESTE PARANAENSE;PR 4103354;BELAVISTA DE GOIAS;GO;;;;
PR;CAFELÂNDIA;OESTE PARANAENSE;PR 4103453;BELAVISTA DE GOIAS;GO;;;;
PR;CAMPO BONITO;OESTE PARANAENSE;PR 4104055;BELAVISTA DE GOIAS;GO;;;;
PR;CAPITÃO LEÔNIDAS MARQUES;OESTE PARANAENSE;PR 4104600;BELAVISTA DE GOIAS;GO;;;;
PR;CASCAVEL;OESTE PARANAENSE;PR 4104808;BELAVISTA DE GOIAS;GO;;;;
PR;CATANDUVAS;OESTE PARANAENSE;PR 4105003;BELAVISTA DE GOIAS;GO;;;;
PR;CORBÉLIA;OESTE PARANAENSE;PR 4106308;BELAVISTA DE GOIAS;GO;;;;
PR;DIAMANTE DO SUL;OESTE PARANAENSE;PR 4107124;BELAVISTA DE GOIAS;GO;;;;
PR;GUARANIAÇU;OESTE PARANAENSE;PR 4109302;BELAVISTA DE GOIAS;GO;;;;
PR;IBEMA;OESTE PARANAENSE;PR 4109757;BELAVISTA DE GOIAS;GO;;;;
PR;IGUATU;OESTE PARANAENSE;PR 4110052;BELAVISTA DE GOIAS;GO;;;;
PR;LINDOESTE;OESTE PARANAENSE;PR 4113452;BELAVISTA DE GOIAS;GO;;;;
PR;NOVA AURORA;OESTE PARANAENSE;PR 4116703;BELAVISTA DE GOIAS;GO;;;;
PR;SANTA LÚCIA;OESTE PARANAENSE;PR 4123824;BELAVISTA DE GOIAS;GO;;;;
PR;SANTA TEREZA DO OESTE;OESTE PARANAENSE;PR 4124020;BELAVISTA DE GOIAS;GO;;;;
PR;TRÊS BARRAS DO PARANÁ;OESTE PARANAENSE;PR 4127858;BELAVISTA DE GOIAS;GO;;;;
PR;CÉU AZUL;OESTE PARANAENSE;PR 4105300;BELAVISTA DE GOIAS;GO;;;;
PR;FOZ DO IGUAÇU;OESTE PARANAENSE;PR 4108304;BELAVISTA DE GOIAS;GO;;;;
PR;ITAIPULÂNDIA;OESTE PARANAENSE;PR 4110953;BELAVISTA DE GOIAS;GO;;;;
PR;MATELÂNDIA;OESTE PARANAENSE;PR 4115606;BELAVISTA DE GOIAS;GO;;;;
PR;MEDIANEIRA;OESTE PARANAENSE;PR 4115804;BELAVISTA DE GOIAS;GO;;;;
PR;MISSAL;OESTE PARANAENSE;PR 4116059;BELAVISTA DE GOIAS;GO;;;;
PR;RAMILÂNDIA;OESTE PARANAENSE;PR 4121257;BELAVISTA DE GOIAS;GO;;;;
PR;SANTA TEREZINHA DE ITAIPU;OESTE PARANAENSE;PR 4124053;BELAVISTA DE GOIAS;GO;;;;
PR;SÃO MIGUEL DO IGUAÇU;OESTE PARANAENSE;PR 4125704;BELAVISTA DE GOIAS;GO;;;;
PR;SERRANÓPOLIS DO IGUAÇU;OESTE PARANAENSE;PR 4126355;BELAVISTA DE GOIAS;GO;;;;
PR;VERA CRUZ DO OESTE;OESTE PARANAENSE;PR 4128559;BELAVISTA DE GOIAS;GO;;;;
PR;AMPÉRE;SUDOESTE PARANAENSE;PR 4101002;BELAVISTA DE GOIAS;GO;;;;
PR;BELA VISTA DA CAROBA;SUDOESTE PARANAENSE;PR 4102752;BELAVISTA DE GOIAS;GO;;;;
